both,lidar,radar
1.80E-07,3.81E-06,0.000586308
5.68E-05,0.00229541,0.000341385
0.000257952,0.000704831,0.00694047
5.55E-13,0.000109202,5.18E-05
1.32E-08,1.16E-05,0.000310203
0.000161931,0.00272453,4.13E-05
0.000398216,0.00101166,0.00574979
1.32E-07,2.65E-05,5.47E-05
2.91E-07,5.68E-06,0.000462492
0.000231333,0.00126435,3.73E-06
0.000585187,0.000884477,0.00654502
2.63E-08,4.94E-05,1.79E-05
9.81E-07,1.59E-05,0.000195368
0.000161876,0.00161067,1.73E-08
0.000642599,0.00120795,0.00487923
5.53E-07,1.42E-05,1.69E-05
3.27E-05,5.92E-05,0.000308735
0.000206768,0.000942464,2.14E-05
0.00154173,0.00197963,0.00557814
2.08E-06,2.93E-05,3.98E-06
4.00E-05,0.000100528,7.04E-05
3.42E-05,0.00126298,7.51E-07
0.00141411,0.00242391,0.00368212
5.18E-08,5.65E-06,3.66E-06
9.78E-08,1.80E-06,0.000132811
0.000190548,0.00075774,1.71E-05
0.000383877,0.000588206,0.00425955
2.88E-07,1.50E-05,7.83E-06
1.86E-06,7.10E-06,0.000339432
1.55E-05,0.00106346,4.86E-05
0.000517836,0.000826526,0.00509897
1.27E-05,1.92E-05,9.08E-06
1.89E-05,1.79E-05,0.000487313
7.23E-06,0.000131381,2.99E-06
0.00105444,0.0011005,0.00573036
2.17E-05,1.35E-05,1.83E-05
3.14E-05,3.59E-05,0.00040761
1.06E-06,0.00028192,4.72E-05
0.00117081,0.00139671,0.00504051
2.16E-06,6.15E-06,2.01E-05
6.66E-06,1.20E-05,0.000566942
0.000117215,0.00128368,1.99E-06
0.000620583,0.000876741,0.00562457
5.95E-06,1.94E-05,1.74E-05
8.39E-06,2.54E-05,0.000239828
4.13E-05,0.00170807,5.98E-06
0.00062361,0.00112324,0.00395303
3.53E-06,1.00E-05,1.72E-05
1.47E-05,2.84E-05,0.000349709
0.000150883,0.00143569,1.02E-05
0.000764889,0.00111566,0.00443291
1.21E-06,2.70E-05,5.23E-06
2.79E-05,5.02E-05,0.000328581
0.000234449,0.00189863,6.75E-05
0.000940007,0.00136835,0.00423766
1.35E-06,4.09E-05,2.99E-06
6.53E-06,1.47E-05,0.000459694
0.000580034,0.00215127,0.000196648
0.000502489,0.000718865,0.00469037
1.40E-06,7.83E-05,2.89E-05
2.68E-05,2.76E-05,0.00137719
0.000599876,0.00272674,0.000219657
0.000856958,0.000905402,0.00741652
3.95E-06,4.35E-05,2.00E-05
5.27E-05,5.20E-05,0.00171733
0.000860833,0.00202295,0.000431528
0.00115182,0.00116996,0.00794885
5.01E-06,8.07E-05,8.23E-06
7.49E-05,8.07E-05,0.00128799
0.000629345,0.00259685,0.000365035
0.00121641,0.00137974,0.00622808
1.53E-05,5.99E-05,3.09E-06
2.93E-05,2.92E-05,0.00158823
0.00102893,0.002178,0.000634318
0.000591827,0.000649157,0.00666396
1.84E-05,0.00010439,1.57E-06
4.97E-05,4.54E-05,0.00153422
0.000210713,0.0027848,8.29E-05
0.000629901,0.000789329,0.00579909
2.71E-05,6.84E-05,3.46E-06
1.65E-06,6.34E-07,0.00184747
0.000453153,0.00216153,0.000234322
7.91E-05,0.000122836,0.00616741
1.99E-05,0.000115288,5.12E-06
4.38E-06,1.97E-06,0.00166823
4.16E-05,0.00277678,2.44E-06
0.0001043,0.000178979,0.00516773
5.68E-06,7.54E-06,6.24E-06
1.53E-06,5.03E-06,0.00197432
6.89E-05,0.000937354,6.19E-05
6.15E-06,1.61E-05,0.00546596
1.03E-06,1.96E-05,2.34E-06
1.26E-06,3.96E-06,0.00146209
5.57E-07,0.00136293,4.10E-06
1.13E-05,3.57E-05,0.00398423
4.30E-07,1.95E-07,2.51E-06
2.91E-06,6.13E-06,0.0017126
5.76E-06,0.000633762,1.89E-05
1.09E-05,3.12E-05,0.00420341
1.08E-06,9.54E-07,7.61E-07
5.19E-07,4.64E-06,0.00192522
2.47E-06,0.000994727,4.13E-06
4.36E-05,5.18E-05,0.00424681
3.93E-07,3.14E-05,1.28E-06
2.28E-05,1.87E-05,0.00221935
0.000110334,0.00207325,7.14E-05
0.00045981,0.000607121,0.00442673
5.70E-07,6.46E-05,8.48E-06
2.84E-05,3.12E-05,0.0012613
0.000119155,0.00269419,0.000118641
0.000438629,0.000670084,0.0025178
4.28E-06,7.35E-05,1.31E-05
5.09E-05,5.66E-05,0.00144407
0.000339867,0.00275362,0.000299904
0.000571754,0.000818525,0.00262349
2.47E-06,0.000128638,9.40E-06
6.07E-05,8.03E-05,0.000850559
0.000271034,0.00346342,0.000280453
0.000538561,0.000870789,0.00150271
1.10E-06,2.90E-05,1.65E-05
3.12E-05,3.88E-05,0.00096597
0.000405997,0.00171761,0.00053666
0.000230251,0.000367344,0.0015588
1.76E-07,5.79E-05,1.58E-06
5.35E-05,5.17E-05,0.00146901
3.46E-05,0.00228719,6.71E-05
0.000325075,0.000389644,0.00217496
9.23E-08,2.53E-05,3.32E-06
4.74E-05,4.64E-05,0.00164969
0.000135799,0.0016574,0.000213167
0.000223461,0.000273976,0.00220974
2.48E-07,5.21E-05,1.50E-05
7.15E-05,5.83E-05,0.00187355
0.000101468,0.00221487,0.000175822
0.000297352,0.000282108,0.00230757
2.96E-06,5.63E-05,2.19E-05
3.83E-05,3.19E-05,0.00208199
0.000300257,0.00226287,0.000385047
8.12E-05,8.97E-05,0.00231147
1.30E-06,0.000100612,2.68E-05
4.27E-05,3.73E-05,0.00130834
2.85E-05,0.00290108,6.20E-05
7.71E-05,8.83E-05,0.00122833
1.98E-09,1.63E-05,3.27E-05
1.81E-06,9.50E-07,0.00143395
7.10E-05,0.00136158,0.000201096
3.89E-05,3.05E-05,0.00120985
1.50E-07,3.64E-05,3.63E-05
1.80E-06,4.69E-07,0.00110659
2.65E-06,0.00186062,4.13E-05
2.96E-05,3.48E-05,0.000794927
2.81E-08,3.30E-05,4.22E-05
8.14E-06,1.12E-05,0.00119823
6.60E-05,0.00180584,0.000160201
0.000267132,0.000262702,0.000763201
3.93E-07,6.42E-05,5.55E-05
1.05E-05,1.74E-05,0.00100423
9.13E-05,0.00236534,0.00021319
0.000243769,0.000284722,0.000504982
7.81E-06,0.000116084,6.93E-05
3.50E-05,4.39E-05,0.00107244
0.00033374,0.00304946,0.000429484
0.000459204,0.000478799,0.00046694
5.74E-06,0.000186861,4.47E-05
6.63E-05,5.99E-05,0.000146162
0.000365099,0.00375026,0.000457877
0.000638248,0.0005215,1.96E-05
8.57E-06,9.36E-05,6.23E-05
4.87E-05,4.30E-05,0.000139764
0.000594331,0.0023321,0.000750638
0.000394855,0.000315225,3.07E-05
1.11E-05,0.00014941,7.30E-05
3.15E-05,5.58E-05,0.00104637
0.000441083,0.00293711,0.000761043
0.000196188,0.000360935,0.000335727
2.03E-05,0.000105815,0.000101136
9.69E-06,1.80E-05,0.00110119
0.000744625,0.00225304,0.00111879
4.68E-05,8.70E-05,0.000285545
1.74E-05,0.000163552,8.80E-05
7.69E-06,2.26E-05,0.000943017
0.000290691,0.00283368,0.000523154
2.71E-05,0.000117771,0.000181408
2.88E-05,0.000127813,0.000113469
9.48E-08,8.56E-07,0.000979577
0.000559106,0.00227441,0.000817626
4.38E-06,8.39E-07,0.000138931
3.39E-05,0.000190815,0.000108879
5.38E-07,1.04E-06,0.000795235
0.000571211,0.00284136,0.000801268
2.91E-06,7.32E-06,4.13E-05
4.34E-05,0.000133007,0.000143371
5.07E-07,3.37E-06,0.000808534
0.00079638,0.00207124,0.00114668
1.71E-05,3.94E-05,2.03E-05
3.85E-05,0.000193972,0.000137585
9.41E-08,4.85E-06,0.000626911
0.000160637,0.00259712,0.000294423
4.56E-06,6.89E-05,5.57E-06
3.47E-05,0.000115148,0.000161452
2.22E-05,3.59E-05,0.000628404
0.000237499,0.00167367,0.000508825
0.000240804,0.000367808,4.43E-08
4.20E-05,0.000166196,0.000182201
2.93E-05,4.91E-05,0.000327085
0.00015418,0.00213358,0.000316264
0.000263851,0.000458443,6.25E-05
4.92E-05,0.000118261,0.000210224
1.40E-05,2.14E-05,0.000309957
0.000314792,0.00157627,0.000528979
0.000141143,0.000211554,0.000105288
4.28E-05,0.000168236,0.000189916
1.01E-05,2.94E-05,0.000507747
0.000133192,0.00200679,0.000287224
9.36E-05,0.000288696,1.60E-05
9.34E-05,0.000297199,0.000217106
9.88E-08,4.98E-06,0.000494543
0.000471166,0.00300836,0.000482822
9.48E-06,7.67E-05,4.30E-05
8.85E-05,0.00040318,0.000198669
1.53E-07,7.49E-06,0.000559431
0.000251222,0.0035677,0.000308107
3.37E-06,0.000130012,2.71E-05
6.32E-05,0.000151492,0.000227199
1.21E-06,7.12E-06,0.000542494
0.000258549,0.0012941,0.000500801
6.81E-05,0.000150526,6.30E-05
4.41E-05,0.000201818,0.000119218
7.62E-07,1.12E-05,0.00046476
0.000212306,0.00165448,0.000349651
7.94E-05,0.000227444,0.000134379
6.66E-05,0.000198368,0.000142863
1.16E-07,4.39E-06,0.000435848
0.000428338,0.00154856,0.000543702
8.06E-05,0.000155965,0.000209821
5.03E-05,0.000260601,8.22E-05
2.71E-08,7.81E-06,0.000329772
0.000174895,0.00192203,0.000214446
7.29E-05,0.000238885,0.000292179
3.93E-05,0.000110429,9.79E-05
3.44E-06,1.02E-05,0.000295982
0.000208481,0.000751204,0.000363143
0.000220356,0.000300198,0.000405055
2.43E-05,0.000143276,6.73E-05
2.34E-06,1.72E-05,0.0003186
1.41E-06,0.00100479,2.22E-05
0.000139678,0.000417186,0.000257218
1.38E-05,3.78E-05,7.28E-05
2.55E-07,2.67E-06,0.000287096
1.11E-05,0.00026162,7.96E-05
0.000114856,0.000198436,0.000368655
1.03E-05,4.97E-05,0.000104054
3.40E-07,5.86E-06,0.000689896
1.49E-05,0.000410553,8.13E-06
4.68E-05,0.000299597,3.83E-05
9.92E-06,2.98E-05,0.000108739
4.36E-06,5.57E-08,0.000667705
5.63E-07,0.000294322,4.68E-05
2.58E-05,0.000123271,8.97E-05
1.40E-05,4.10E-05,7.48E-05
1.32E-06,1.65E-07,0.000269066
0.000132741,0.000442018,0.000166485
0.000135276,0.000208225,0.000617728
2.39E-05,4.36E-05,8.78E-05
6.74E-06,2.87E-06,0.000226635
0.000282082,0.000498371,0.00027779
8.88E-05,0.000102981,0.000795783
3.29E-05,6.08E-05,0.000104262
5.12E-06,1.20E-06,0.00015824
0.000250989,0.000674348,0.000195049
0.00011905,0.000183884,0.00092051
1.23E-05,4.23E-06,0.000120588
3.68E-06,3.68E-06,0.000120107
0.000157981,0.000116463,0.000306623
0.000577606,0.000524728,0.00114004
5.94E-06,7.15E-06,0.000107207
1.49E-06,9.93E-06,0.0004097
4.62E-05,0.00020253,0.000162329
0.00042125,0.000695451,0.000444154
2.70E-06,1.44E-09,0.000122274
2.61E-06,5.12E-06,0.000363805
6.53E-05,6.98E-05,0.00025824
0.000500152,0.000567954,0.000603613
9.44E-10,2.08E-07,6.85E-05
1.79E-06,1.26E-05,0.00039868
8.06E-06,0.000134113,7.74E-06
0.000352728,0.000747754,0.000409017
1.56E-06,6.10E-06,7.19E-05
1.14E-07,1.71E-06,0.00035501
1.30E-05,0.000334088,3.49E-05
0.000228513,0.000448258,0.000564553
8.74E-07,1.19E-05,1.54E-05
1.09E-07,6.04E-06,0.000169429
0.000176317,0.000452837,0.000212985
0.000130726,0.000611173,0.000622904
1.63E-07,3.87E-05,1.06E-05
3.55E-07,4.77E-06,0.000136009
4.05E-05,0.000811619,0.00013595
0.000149792,0.000579553,0.000813063
3.19E-07,5.93E-05,4.69E-07
3.05E-06,1.21E-05,2.54E-05
3.15E-07,0.00097782,0.000142111
0.000442307,0.000763858,0.0026171
1.62E-06,4.03E-05,1.48E-06
9.52E-07,4.44E-06,5.90E-05
1.68E-05,0.000683767,8.46E-05
0.00038289,0.000563401,0.00299142
2.87E-06,5.95E-05,2.88E-06
1.82E-06,1.14E-05,8.40E-06
7.99E-06,0.000825325,5.06E-05
0.000381286,0.000745439,0.00216311
6.24E-06,1.28E-05,1.95E-06
2.75E-05,2.84E-05,2.82E-05
8.59E-05,0.000269635,2.11E-05
1.18E-05,1.70E-05,0.00250458
8.75E-06,1.98E-05,6.40E-06
1.21E-05,2.53E-05,0.00026974
0.000219752,0.000353909,4.30E-05
0.000155457,5.93E-05,0.0041122
3.15E-05,8.47E-05,7.84E-06
6.53E-06,6.47E-06,0.00038809
0.000425669,0.000962099,1.79E-05
0.000259678,0.00027295,0.00457298
1.37E-05,0.000116453,5.85E-05
3.58E-06,2.64E-06,0.00054659
1.29E-05,0.0011023,0.000504339
0.000194332,0.000402289,0.00386565
5.81E-06,3.10E-05,7.60E-05
7.95E-07,1.80E-06,0.000704864
7.36E-06,0.000292553,0.000412412
0.000336762,0.000459302,0.00430873
9.68E-06,4.18E-05,3.72E-05
1.32E-07,3.28E-08,0.000534728
6.64E-05,0.000365492,0.00014878
0.00055148,0.00062111,0.00380597
2.98E-05,7.35E-05,4.43E-05
1.50E-06,1.54E-06,0.000690069
0.000222205,0.00057454,0.000104879
0.000372142,0.000487788,0.00423982
4.20E-05,9.60E-05,4.93E-06
2.83E-07,2.33E-09,0.000377773
0.000296158,0.000665538,4.39E-06
0.000469598,0.000651461,0.00311954
6.06E-05,7.14E-05,5.21E-06
7.96E-06,1.07E-05,0.000496949
0.0004476,0.00042142,1.05E-07
0.00026524,0.000284429,0.00350732
4.31E-05,9.03E-05,5.71E-05
2.20E-06,5.47E-06,0.000812203
9.00E-05,0.000492459,0.000267277
0.000294889,0.000409846,0.00349569
1.58E-05,2.53E-06,6.93E-05
2.37E-06,1.74E-05,0.000992672
2.93E-05,4.54E-10,0.000216872
0.000354837,0.000252062,0.0038964
2.01E-05,2.63E-06,1.76E-06
2.39E-06,1.08E-05,0.000368921
8.18E-06,2.26E-06,9.23E-05
0.000285396,0.000367959,0.00172032
1.42E-05,3.85E-07,3.15E-06
1.40E-06,8.36E-06,0.000455463
7.88E-06,1.57E-09,6.64E-05
0.000360592,0.000429898,0.00199925
3.55E-06,4.24E-07,3.86E-07
7.97E-06,3.13E-06,6.07E-05
0.000118532,1.99E-06,0.000222017
9.00E-05,0.000573569,0.000361433
1.24E-06,1.04E-05,9.13E-09
1.07E-07,1.63E-08,7.77E-05
0.000236184,6.01E-05,0.000184531
0.000330455,0.000787941,0.000492058
4.48E-06,1.29E-05,1.32E-05
1.68E-06,1.83E-06,0.000143905
0.00011432,4.24E-05,0.00016716
0.000646484,0.000972379,0.000880126
1.03E-05,2.37E-05,1.81E-05
5.31E-06,3.93E-06,0.000183423
0.000111243,6.28E-05,0.000138152
0.000774605,0.000998213,0.00107108
1.79E-05,2.74E-05,2.44E-05
1.27E-05,1.32E-05,0.000179149
0.000222195,4.65E-05,0.000266154
0.000770465,0.00119717,0.000848343
2.52E-05,2.67E-05,3.28E-05
2.94E-05,3.37E-05,0.000222036
0.000200767,2.28E-05,0.000233009
0.00100573,0.0014833,0.00102913
3.88E-05,2.89E-05,3.35E-05
4.13E-05,6.08E-05,0.00016192
0.000310622,1.44E-05,0.000276741
0.000951746,0.00171402,0.000738497
2.71E-05,7.84E-06,4.35E-05
5.12E-05,8.37E-05,0.000199971
0.000154317,1.87E-05,0.00024667
0.000959622,0.00177866,0.000900979
4.15E-05,6.58E-06,6.08E-05
7.21E-05,0.000128018,0.00022815
0.000311501,2.68E-05,0.000391096
0.000899161,0.00201952,0.000810803
1.61E-05,1.18E-06,7.67E-05
2.43E-05,4.52E-05,0.000274904
5.71E-05,8.34E-05,0.000359251
0.000374007,0.000871221,0.000972975
1.90E-05,3.76E-07,5.56E-05
3.38E-05,6.82E-05,0.000216266
5.84E-05,9.75E-05,0.000246503
0.000440123,0.00103492,0.000829034
1.25E-06,2.14E-06,6.75E-05
1.88E-06,7.33E-06,0.00026226
1.07E-05,0.000215734,0.000224532
8.24E-05,0.000248805,0.000984879
1.77E-05,4.87E-06,0.000257625
1.67E-06,1.27E-05,0.000370498
0.00019028,0.000234821,0.00120485
1.17E-05,0.000335303,0.000642935
1.77E-05,7.01E-07,0.000315279
1.27E-06,9.96E-06,0.000422601
0.000133643,0.000105574,0.0011606
2.24E-05,0.000294638,0.000773748
1.46E-05,1.85E-06,0.000122638
4.60E-07,1.66E-05,0.000102517
4.21E-06,0.000117227,0.000186483
9.76E-05,0.000382803,0.000474497
3.98E-06,2.77E-08,0.000137711
1.31E-05,7.87E-06,0.000126827
2.40E-05,3.46E-05,0.000172115
3.06E-09,1.20E-06,0.000581229
7.47E-06,1.85E-08,0.00014502
1.55E-05,7.23E-06,8.02E-05
8.65E-09,4.04E-05,0.000253131
6.43E-07,1.14E-05,0.000312075
3.71E-05,7.80E-06,0.000164271
6.78E-06,2.49E-05,9.77E-05
9.72E-05,3.10E-06,0.000238611
0.00032426,0.000633234,0.000394149
4.29E-05,8.24E-06,0.000174292
1.72E-05,3.96E-05,0.000122259
4.55E-05,1.82E-06,0.000126433
0.000573622,0.000743709,0.000641475
2.60E-05,1.29E-05,0.00018889
4.00E-06,6.06E-06,0.000152833
6.53E-07,7.36E-06,0.00011781
0.000304269,0.000241139,0.000748597
3.64E-05,1.38E-05,0.00018244
5.24E-06,1.08E-05,0.000112674
4.98E-05,5.58E-06,0.000204032
0.000196917,0.000306169,0.000384472
3.26E-05,3.64E-06,0.00020169
2.83E-05,6.49E-05,0.000135287
4.20E-05,9.05E-06,0.000194629
0.000440572,0.00087197,0.000462144
4.57E-05,3.07E-06,0.000276148
4.88E-05,9.16E-05,0.000225268
8.50E-05,1.09E-05,0.000288256
0.000549505,0.000981725,0.000659514
1.80E-05,3.84E-06,0.000304326
1.10E-05,1.40E-05,0.000266357
1.83E-08,6.57E-06,0.000278737
0.000167237,0.000183245,0.000751413
2.03E-05,3.33E-06,0.000253729
1.71E-05,1.99E-05,0.000219377
4.25E-08,7.85E-06,0.000172218
0.000228473,0.00023114,0.000614346
1.32E-05,1.08E-07,0.0002744
3.76E-05,6.23E-05,0.00025839
1.71E-06,4.33E-05,0.000166178
0.000366165,0.000562534,0.000695017
2.68E-05,1.06E-11,0.000360961
4.50E-05,8.29E-05,0.000256658
2.28E-05,4.58E-05,0.000289528
0.000304783,0.000635947,0.000532703
8.29E-06,1.85E-06,0.000393118
3.60E-05,6.80E-05,0.000295603
3.70E-06,9.25E-05,0.000282901
0.000205984,0.000440996,0.000600382
1.45E-05,3.39E-06,0.000146542
9.32E-06,8.69E-05,3.08E-05
0.000168895,9.54E-05,0.000245799
5.70E-05,0.00049932,7.58E-05
3.03E-05,1.42E-05,0.000165756
6.57E-07,8.96E-06,2.65E-05
0.0002016,3.76E-05,0.000240815
0.000102678,1.57E-05,5.49E-05
3.24E-05,1.65E-05,0.000100073
1.79E-07,1.04E-05,5.93E-06
0.000140864,3.60E-05,9.44E-05
6.05E-05,2.67E-05,8.27E-05
1.42E-05,2.23E-06,0.000109781
8.04E-07,4.63E-06,4.02E-06
3.06E-05,2.78E-06,9.20E-05
9.32E-05,7.52E-06,6.33E-05
1.17E-05,1.98E-06,0.000125992
1.20E-06,5.35E-06,3.62E-05
8.71E-06,3.12E-06,1.03E-05
3.58E-05,1.43E-05,8.59E-05
1.11E-05,7.09E-07,0.000129342
1.07E-05,3.11E-05,4.22E-05
3.61E-06,9.63E-06,9.71E-06
0.00012263,0.00016331,0.000104592
2.88E-06,4.70E-07,2.29E-07
3.01E-06,3.88E-05,5.51E-06
1.61E-05,1.01E-05,0.00016351
1.18E-05,0.000186425,1.94E-05
2.92E-06,2.89E-07,2.59E-08
8.67E-06,4.49E-05,6.47E-06
9.16E-06,1.03E-05,0.000164909
4.27E-05,0.000191695,1.29E-05
9.04E-07,1.42E-07,1.74E-05
2.57E-06,5.48E-05,4.88E-05
1.92E-05,1.07E-05,0.000353971
3.98E-06,0.000211921,7.81E-05
1.69E-06,1.01E-07,2.61E-05
9.97E-06,6.32E-05,5.48E-05
5.29E-06,9.22E-06,0.000355118
3.53E-05,0.000215982,6.69E-05
9.41E-09,2.74E-08,0.000112147
6.11E-07,7.55E-05,0.000192271
2.15E-05,9.46E-06,0.000714599
4.48E-06,0.000232442,0.000278686
3.62E-05,3.98E-05,0.000141957
1.40E-05,9.89E-07,0.000215329
0.000444373,0.000389129,0.000714978
0.000169262,4.27E-05,0.000262221
4.03E-05,5.31E-05,5.15E-05
1.16E-05,4.59E-07,9.06E-05
0.000381295,0.000389417,0.000293833
8.65E-05,3.75E-05,3.81E-05
7.86E-07,1.75E-07,6.44E-05
4.49E-09,3.90E-06,9.62E-05
4.42E-06,8.14E-07,0.000293952
1.57E-06,2.56E-06,3.42E-05
2.64E-07,1.39E-07,1.96E-05
1.84E-08,3.60E-06,6.34E-05
5.11E-06,7.86E-07,0.000136197
1.06E-05,1.84E-06,1.63E-08
1.09E-07,1.82E-06,2.50E-05
2.16E-07,3.69E-07,6.33E-05
4.23E-08,2.79E-05,0.000136124
7.12E-06,5.80E-05,1.11E-09
